,V5,V2,symbol
318,0.045,0.495,
319,0.05,0.42,
320,0.03,0.415,
321,0.005,0.41,
322,-0.01,0.38,
323,-0.04,0.37,
324,-0.035,0.365,
325,-0.04,0.34,
326,-0.05,0.32,
327,-0.045,0.32,
328,-0.06,0.31,
329,-0.055,0.28,
330,-0.07,0.255,
331,-0.09,0.21,
332,-0.115,0.2,
333,-0.12,0.185,
334,-0.13,0.19,
335,-0.135,0.16,
336,-0.17,0.145,
337,-0.22,0.12,
338,-0.265,0.105,
339,-0.3,0.09,
340,-0.33,0.08,
341,-0.35,0.045,
342,-0.4,0.03,
343,-0.465,0.0,
344,-0.565,-0.015,
345,-0.63,-0.025,
346,-0.67,-0.045,
347,-0.71,-0.04,
348,-0.75,-0.055,
349,-0.81,-0.085,
350,-0.87,-0.11,
351,-0.905,-0.13,
352,-0.92,-0.15,
353,-0.925,-0.195,
354,-0.93,-0.26,
355,-0.935,-0.295,
356,-0.945,-0.335,
357,-0.935,-0.34,
358,-0.915,-0.355,
359,-0.905,-0.395,
360,-0.895,-0.44,
361,-0.905,-0.47,
362,-0.91,-0.51,
363,-0.88,-0.525,
364,-0.865,-0.545,
365,-0.84,-0.58,
366,-0.8,-0.625,
367,-0.75,-0.65,
368,-0.705,-0.67,
369,-0.66,-0.635,
370,-0.61,-0.6,
371,-0.565,-0.57,
372,-0.52,-0.535,
373,-0.48,-0.505,
374,-0.455,-0.445,
375,-0.405,-0.38,
376,-0.385,-0.33,
377,-0.35,-0.27,
378,-0.33,-0.225,
379,-0.325,-0.18,
380,-0.325,-0.15,
381,-0.32,-0.1,
382,-0.295,-0.065,
383,-0.285,-0.04,
384,-0.275,-0.005,
385,-0.265,-0.01,
386,-0.26,0.005,
387,-0.255,0.03,
388,-0.26,0.055,
389,-0.27,0.08,
390,-0.26,0.085,
391,-0.265,0.09,
392,-0.265,0.12,
393,-0.265,0.145,
394,-0.245,0.18,
395,-0.23,0.21,
396,-0.2,0.22,
397,-0.2,0.23,
398,-0.2,0.25,
399,-0.185,0.28,
400,-0.175,0.305,
401,-0.155,0.305,
402,-0.16,0.305,
403,-0.145,0.315,
404,-0.15,0.3,
405,-0.145,0.31,
406,-0.135,0.32,
407,-0.13,0.325,
408,-0.125,0.335,
409,-0.125,0.325,
410,-0.135,0.32,
411,-0.125,0.325,
412,-0.12,0.345,
413,-0.105,0.345,
414,-0.105,0.345,
415,-0.11,0.335,
416,-0.115,0.335,
417,-0.11,0.355,
418,-0.095,0.375,
419,-0.09,0.37,
420,-0.09,0.375,
421,-0.09,0.365,
422,-0.095,0.37,
423,-0.1,0.37,
424,-0.085,0.38,
425,-0.065,0.39,
426,-0.07,0.385,
427,-0.095,0.38,
428,-0.08,0.385,
429,-0.085,0.395,
430,-0.08,0.41,
431,-0.06,0.405,
432,-0.05,0.405,
433,-0.07,0.4,
434,-0.07,0.405,
435,-0.07,0.42,
436,-0.06,0.43,
437,-0.045,0.44,
438,-0.055,0.435,
439,-0.055,0.435,
440,-0.055,0.435,
441,-0.05,0.46,
442,-0.045,0.465,
443,-0.025,0.47,
444,-0.03,0.475,
445,-0.03,0.465,
446,-0.05,0.475,
447,-0.04,0.485,
448,-0.03,0.5,
449,-0.005,0.505,
450,0.0,0.505,
451,-0.005,0.5,
452,-0.02,0.5,
453,-0.015,0.515,
454,0.0,0.525,
455,0.01,0.525,
456,0.005,0.525,
457,0.01,0.525,
458,0.0,0.52,
459,-0.005,0.535,
460,0.015,0.54,
461,0.015,0.55,
462,0.015,0.545,
463,0.005,0.54,
464,0.0,0.535,
465,-0.005,0.54,
466,-0.005,0.54,
467,0.005,0.54,
468,0.0,0.53,
469,-0.015,0.52,
470,-0.03,0.51,
471,-0.035,0.515,
472,-0.035,0.52,
473,-0.035,0.505,
474,-0.04,0.5,
475,-0.06,0.48,
476,-0.08,0.47,
477,-0.08,0.47,
478,-0.08,0.47,
479,-0.075,0.46,
480,-0.09,0.455,
481,-0.1,0.435,
482,-0.12,0.425,
483,-0.12,0.415,
484,-0.115,0.415,
485,-0.115,0.41,
486,-0.125,0.39,
487,-0.145,0.375,
488,-0.16,0.355,
489,-0.16,0.365,
490,-0.15,0.37,
491,-0.16,0.355,
492,-0.155,0.355,
493,-0.17,0.335,
494,-0.175,0.315,
495,-0.175,0.315,
496,-0.18,0.335,
497,-0.175,0.33,
498,-0.175,0.315,
499,-0.185,0.295,
500,-0.2,0.29,
501,-0.21,0.3,
502,-0.19,0.305,
503,-0.19,0.305,
504,-0.19,0.295,
505,-0.195,0.28,
506,-0.215,0.26,
507,-0.215,0.28,
508,-0.2,0.275,
509,-0.195,0.275,
510,-0.205,0.28,
511,-0.22,0.25,
512,-0.235,0.24,
513,-0.22,0.265,
514,-0.215,0.27,
515,-0.205,0.27,
516,-0.21,0.25,
517,-0.225,0.24,
518,-0.235,0.225,
519,-0.24,0.26,
520,-0.23,0.26,
521,-0.225,0.27,
522,-0.23,0.26,
523,-0.245,0.24,
524,-0.235,0.24,
525,-0.245,0.245,
526,-0.235,0.245,
527,-0.235,0.255,
528,-0.23,0.25,
529,-0.24,0.235,
530,-0.26,0.24,
531,-0.26,0.245,
532,-0.26,0.25,
533,-0.25,0.25,
534,-0.265,0.255,
535,-0.27,0.235,
536,-0.28,0.24,
537,-0.265,0.235,
538,-0.26,0.25,
539,-0.255,0.245,
540,-0.265,0.24,
541,-0.275,0.23,
542,-0.285,0.22,
543,-0.285,0.23,
544,-0.275,0.24,
545,-0.265,0.23,
546,-0.27,0.23,
547,-0.275,0.23,
548,-0.29,0.21,
549,-0.285,0.23,
550,-0.29,0.23,
551,-0.275,0.235,
552,-0.27,0.225,
553,-0.285,0.2,
554,-0.31,0.2,
555,-0.305,0.21,
556,-0.31,0.23,
557,-0.295,0.21,
558,-0.295,0.22,
559,-0.295,0.205,
560,-0.31,0.195,
561,-0.305,0.195,
562,-0.3,0.205,
563,-0.295,0.205,
564,-0.3,0.19,
565,-0.315,0.19,
566,-0.32,0.19,
567,-0.31,0.185,
568,-0.305,0.2,
569,-0.305,0.19,
570,-0.315,0.195,
571,-0.32,0.185,
572,-0.335,0.175,
573,-0.325,0.185,
574,-0.315,0.195,
575,-0.315,0.195,
576,-0.305,0.195,
577,-0.315,0.185,
578,-0.32,0.175,
579,-0.32,0.18,
580,-0.31,0.195,
581,-0.31,0.19,
582,-0.325,0.19,
583,-0.315,0.175,
584,-0.32,0.165,
585,-0.32,0.185,
586,-0.33,0.185,
587,-0.31,0.18,
588,-0.305,0.18,
589,-0.32,0.17,
590,-0.325,0.175,
591,-0.32,0.17,
592,-0.31,0.175,
593,-0.305,0.18,
594,-0.315,0.175,
595,-0.325,0.16,
596,-0.33,0.155,
597,-0.32,0.175,
598,-0.31,0.18,
599,-0.305,0.175,
600,-0.295,0.175,
601,-0.295,0.17,
602,-0.305,0.17,
603,-0.3,0.175,
604,-0.275,0.18,
605,-0.27,0.185,
606,-0.27,0.185,
607,-0.26,0.185,
608,-0.24,0.195,
609,-0.165,0.2,
610,-0.005,0.24,
611,0.32,0.28,
612,0.77,0.415,
613,0.905,0.705,
614,0.565,0.965,
615,0.16,0.905,/
616,-0.015,0.645,
617,-0.005,0.445,
618,0.015,0.39,
619,-0.025,0.365,
620,-0.075,0.345,
621,-0.085,0.33,
622,-0.085,0.315,
623,-0.08,0.305,
624,-0.085,0.29,
625,-0.08,0.255,
626,-0.095,0.235,
627,-0.105,0.21,
628,-0.11,0.18,
629,-0.13,0.16,
630,-0.145,0.12,
631,-0.185,0.09,
632,-0.195,0.075,
633,-0.21,0.065,
634,-0.235,0.06,
635,-0.265,0.03,
636,-0.305,0.01,
637,-0.36,-0.015,
638,-0.41,-0.04,
639,-0.46,-0.05,
640,-0.51,-0.065,
641,-0.595,-0.095,
642,-0.695,-0.11,
643,-0.765,-0.125,
644,-0.83,-0.145,
645,-0.865,-0.155,
646,-0.92,-0.15,
647,-0.965,-0.17,
648,-0.995,-0.195,
649,-1.015,-0.235,
650,-1.045,-0.29,
651,-1.05,-0.325,
652,-1.035,-0.365,
653,-1.025,-0.395,
654,-1.045,-0.4,
655,-1.045,-0.45,
656,-1.04,-0.48,
657,-1.02,-0.515,
658,-1.005,-0.545,
659,-0.97,-0.58,
660,-0.93,-0.595,
661,-0.91,-0.64,
662,-0.87,-0.67,
663,-0.805,-0.68,
664,-0.735,-0.67,
665,-0.685,-0.64,
666,-0.63,-0.605,
667,-0.585,-0.555,
668,-0.545,-0.505,
669,-0.495,-0.43,
670,-0.46,-0.36,
671,-0.425,-0.295,
672,-0.4,-0.235,
673,-0.385,-0.185,
674,-0.385,-0.135,
675,-0.375,-0.085,
676,-0.345,-0.045,
677,-0.335,0.0,
678,-0.315,0.015,
679,-0.31,0.03,
680,-0.325,0.045,
681,-0.31,0.075,
682,-0.295,0.09,
683,-0.285,0.11,
684,-0.29,0.105,
685,-0.285,0.12,
686,-0.28,0.155,
687,-0.27,0.19,
688,-0.225,0.22,
689,-0.185,0.235,
690,-0.18,0.26,
691,-0.175,0.27,
692,-0.175,0.285,
693,-0.17,0.3,
694,-0.135,0.315,
695,-0.11,0.305,
696,-0.09,0.32,
697,-0.08,0.305,
698,-0.085,0.31,
699,-0.06,0.325,
700,-0.065,0.355,
701,-0.07,0.35,
702,-0.08,0.345,
703,-0.095,0.33,
704,-0.105,0.32,
705,-0.1,0.335,
706,-0.105,0.35,
707,-0.09,0.355,
708,-0.09,0.355,
709,-0.095,0.345,
710,-0.1,0.34,
711,-0.1,0.345,
712,-0.08,0.37,
713,-0.07,0.37,
714,-0.075,0.375,
715,-0.09,0.375,
716,-0.1,0.365,
717,-0.095,0.37,
718,-0.085,0.385,
719,-0.06,0.395,
720,-0.05,0.395,
721,-0.06,0.395,
722,-0.055,0.395,
723,-0.04,0.4,
724,-0.03,0.425,
725,-0.02,0.425,
726,-0.015,0.43,
727,-0.04,0.43,
728,-0.05,0.425,
729,-0.045,0.44,
730,-0.03,0.46,
731,-0.005,0.475,
732,-0.005,0.47,
733,-0.025,0.455,
734,-0.03,0.47,
735,-0.005,0.485,
736,0.0,0.5,
737,0.0,0.505,
738,0.015,0.5,
739,0.01,0.495,
740,-0.005,0.515,
741,0.02,0.515,
742,0.03,0.545,
743,0.03,0.55,
744,0.06,0.535,
745,0.065,0.53,
746,0.03,0.53,
747,0.045,0.545,
748,0.055,0.55,
749,0.05,0.555,
750,0.05,0.55,
751,0.045,0.53,
752,0.025,0.53,
753,0.03,0.54,
754,0.035,0.54,
755,0.035,0.545,
756,0.03,0.54,
757,0.01,0.52,
758,0.0,0.505,
759,-0.015,0.505,
760,0.005,0.525,
761,-0.005,0.505,
762,-0.02,0.48,
763,-0.03,0.47,
764,-0.055,0.46,
765,-0.05,0.46,
766,-0.065,0.46,
767,-0.07,0.435,
768,-0.095,0.44,
769,-0.11,0.41,
770,-0.125,0.4,
771,-0.12,0.395,
772,-0.13,0.4,
773,-0.11,0.395,
774,-0.115,0.37,
775,-0.125,0.35,
776,-0.155,0.35,
777,-0.16,0.34,
778,-0.17,0.34,
779,-0.175,0.33,
780,-0.18,0.325,
781,-0.19,0.3,
782,-0.2,0.295,
783,-0.205,0.295,
784,-0.195,0.295,
785,-0.19,0.285,
786,-0.19,0.265,
787,-0.2,0.26,
788,-0.2,0.265,
789,-0.205,0.255,
790,-0.205,0.26,
791,-0.19,0.255,
792,-0.2,0.245,
793,-0.195,0.225,
794,-0.21,0.215,
795,-0.225,0.22,
796,-0.225,0.235,
797,-0.22,0.22,
798,-0.225,0.21,
799,-0.265,0.2,
800,-0.27,0.19,
801,-0.255,0.2,
802,-0.24,0.215,
803,-0.235,0.22,
804,-0.245,0.205,
805,-0.25,0.195,
806,-0.265,0.195,
807,-0.26,0.195,
808,-0.275,0.2,
809,-0.265,0.205,
810,-0.255,0.19,
811,-0.255,0.18,
812,-0.275,0.175,
813,-0.255,0.195,
814,-0.255,0.2,
815,-0.26,0.195,
816,-0.26,0.195,
817,-0.27,0.19,
818,-0.27,0.185,
819,-0.27,0.185,
820,-0.26,0.2,
821,-0.265,0.195,
822,-0.275,0.195,
823,-0.28,0.18,
824,-0.3,0.175,
825,-0.29,0.18,
826,-0.29,0.19,
827,-0.285,0.19,
828,-0.285,0.185,
829,-0.3,0.185,
830,-0.32,0.17,
831,-0.295,0.175,
832,-0.29,0.195,
833,-0.29,0.19,
834,-0.3,0.175,
835,-0.315,0.165,
836,-0.32,0.16,
837,-0.315,0.165,
838,-0.31,0.175,
839,-0.305,0.175,
840,-0.305,0.17,
841,-0.32,0.16,
842,-0.32,0.145,
843,-0.32,0.145,
844,-0.305,0.16,
845,-0.3,0.165,
846,-0.305,0.165,
847,-0.315,0.145,
848,-0.32,0.135,
849,-0.325,0.155,
850,-0.335,0.16,
851,-0.33,0.145,
852,-0.33,0.145,
853,-0.32,0.13,
854,-0.33,0.13,
855,-0.33,0.14,
856,-0.315,0.14,
857,-0.325,0.135,
858,-0.325,0.135,
859,-0.33,0.115,
860,-0.335,0.115,
861,-0.325,0.13,
862,-0.315,0.135,
863,-0.31,0.135,
864,-0.315,0.135,
865,-0.325,0.12,
866,-0.345,0.12,
867,-0.35,0.12,
868,-0.34,0.135,
869,-0.33,0.125,
870,-0.325,0.135,
871,-0.325,0.11,
872,-0.33,0.105,
873,-0.34,0.12,
874,-0.335,0.135,
875,-0.325,0.13,
876,-0.325,0.13,
877,-0.325,0.12,
878,-0.335,0.115,
879,-0.34,0.125,
880,-0.33,0.125,
881,-0.32,0.12,
882,-0.31,0.12,
883,-0.32,0.11,
884,-0.335,0.115,
885,-0.33,0.115,
886,-0.32,0.115,
887,-0.315,0.125,
888,-0.29,0.13,
889,-0.31,0.12,
890,-0.315,0.12,
891,-0.3,0.125,
892,-0.28,0.135,
893,-0.27,0.135,
894,-0.255,0.125,
895,-0.225,0.13,
896,-0.165,0.15,
897,0.02,0.17,
898,0.445,0.23,
899,0.8,0.47,
900,0.66,0.815,
901,0.245,0.835,/
902,-0.02,0.56,
903,-0.055,0.355,
904,-0.015,0.32,
905,0.0,0.32,
906,-0.03,0.295,
907,-0.05,0.26,
908,-0.08,0.235,
909,-0.08,0.24,
910,-0.07,0.24,
911,-0.05,0.22,
912,-0.065,0.185,
913,-0.07,0.155,
914,-0.095,0.105,
915,-0.095,0.08,
916,-0.105,0.075,
917,-0.105,0.055,
918,-0.1,0.03,
919,-0.14,0.005,
920,-0.175,-0.015,
921,-0.21,-0.025,
922,-0.245,-0.03,
923,-0.28,-0.06,
924,-0.325,-0.09,
925,-0.385,-0.12,
926,-0.475,-0.135,
927,-0.565,-0.145,
928,-0.65,-0.145,
929,-0.7,-0.16,
930,-0.75,-0.17,
931,-0.825,-0.2,
932,-0.895,-0.21,
933,-0.945,-0.23,
934,-0.97,-0.25,
935,-0.99,-0.305,
936,-0.995,-0.35,
937,-1.01,-0.405,
938,-1.035,-0.43,
939,-1.03,-0.44,
940,-1.04,-0.455,
941,-1.005,-0.485,
942,-1.01,-0.53,
943,-0.99,-0.56,
944,-0.985,-0.59,
945,-0.95,-0.615,
946,-0.895,-0.635,
947,-0.83,-0.67,
948,-0.755,-0.68,
949,-0.725,-0.67,
950,-0.685,-0.64,
951,-0.635,-0.59,
952,-0.56,-0.54,
953,-0.515,-0.48,
954,-0.455,-0.43,
955,-0.44,-0.375,
956,-0.415,-0.315,
957,-0.39,-0.245,
958,-0.365,-0.185,
959,-0.345,-0.15,
960,-0.34,-0.11,
961,-0.325,-0.08,
962,-0.33,-0.065,
963,-0.3,-0.03,
964,-0.305,0.005,
965,-0.295,0.02,
966,-0.29,0.03,
967,-0.305,0.03,
968,-0.315,0.035,
969,-0.31,0.075,
970,-0.3,0.1,
971,-0.29,0.12,
972,-0.27,0.13,
973,-0.255,0.15,
974,-0.25,0.175,
975,-0.22,0.195,
976,-0.215,0.23,
977,-0.2,0.24,
978,-0.19,0.245,
979,-0.175,0.235,
980,-0.195,0.235,
981,-0.17,0.24,
982,-0.165,0.255,
983,-0.16,0.27,
984,-0.15,0.26,
985,-0.165,0.245,
986,-0.165,0.255,
987,-0.15,0.255,
988,-0.145,0.285,
989,-0.135,0.28,
990,-0.14,0.275,
991,-0.135,0.27,
992,-0.15,0.275,
993,-0.135,0.285,
994,-0.11,0.3,
995,-0.11,0.295,
996,-0.105,0.3,
997,-0.11,0.28,
998,-0.125,0.285,
999,-0.105,0.32,
1000,-0.1,0.32,
1001,-0.095,0.32,
1002,-0.1,0.32,
1003,-0.11,0.315,
1004,-0.105,0.325,
1005,-0.1,0.335,
1006,-0.085,0.345,
1007,-0.07,0.345,
1008,-0.08,0.34,
1009,-0.085,0.35,
1010,-0.08,0.365,
1011,-0.07,0.39,
1012,-0.05,0.39,
1013,-0.045,0.4,
1014,-0.06,0.395,
1015,-0.06,0.395,
1016,-0.07,0.415,
1017,-0.05,0.435,
1018,-0.035,0.435,
1019,-0.035,0.445,
1020,-0.04,0.435,
1021,-0.055,0.44,
1022,-0.035,0.46,
1023,-0.03,0.475,
1024,-0.015,0.475,
1025,-0.005,0.47,
1026,-0.005,0.46,
1027,-0.005,0.455,
1028,0.005,0.465,
1029,0.015,0.48,
1030,0.025,0.475,
1031,0.04,0.485,
1032,0.025,0.47,
1033,0.025,0.47,
1034,0.04,0.48,
1035,0.05,0.485,
1036,0.065,0.485,
1037,0.07,0.485,
1038,0.07,0.48,
1039,0.065,0.475,
1040,0.07,0.485,
1041,0.085,0.485,
1042,0.1,0.49,
1043,0.11,0.485,
1044,0.1,0.47,
1045,0.08,0.48,
1046,0.085,0.475,
1047,0.075,0.48,
1048,0.06,0.47,
1049,0.035,0.445,
1050,0.015,0.43,
1051,0.0,0.425,
1052,-0.01,0.415,
1053,-0.005,0.425,
1054,-0.02,0.41,
1055,-0.03,0.395,
1056,-0.05,0.375,
1057,-0.08,0.37,
1058,-0.085,0.355,
1059,-0.08,0.35,
1060,-0.065,0.355,
1061,-0.08,0.33,
1062,-0.095,0.315,
1063,-0.105,0.305,
1064,-0.115,0.305,
1065,-0.11,0.315,
1066,-0.11,0.29,
1067,-0.12,0.285,
1068,-0.125,0.275,
1069,-0.145,0.25,
1070,-0.14,0.255,
1071,-0.135,0.26,
1072,-0.135,0.255,
1073,-0.14,0.235,
1074,-0.155,0.24,
1075,-0.17,0.21,
1076,-0.165,0.22,
1077,-0.15,0.225,
1078,-0.15,0.22,
1079,-0.17,0.205,
1080,-0.175,0.195,
1081,-0.175,0.185,
1082,-0.175,0.19,
1083,-0.17,0.205,
1084,-0.17,0.185,
1085,-0.165,0.185,
1086,-0.165,0.17,
1087,-0.19,0.16,
1088,-0.19,0.175,
1089,-0.19,0.185,
1090,-0.175,0.18,
1091,-0.175,0.16,
1092,-0.19,0.155,
1093,-0.2,0.155,
1094,-0.19,0.155,
1095,-0.19,0.165,
1096,-0.195,0.175,
1097,-0.195,0.175,
1098,-0.205,0.155,
1099,-0.21,0.145,
1100,-0.195,0.155,
1101,-0.2,0.17,
1102,-0.18,0.155,
1103,-0.185,0.155,
1104,-0.19,0.145,
1105,-0.2,0.15,
1106,-0.2,0.155,
1107,-0.2,0.155,
1108,-0.185,0.15,
1109,-0.21,0.14,
1110,-0.21,0.135,
1111,-0.215,0.13,
1112,-0.21,0.14,
1113,-0.21,0.145,
1114,-0.21,0.15,
1115,-0.215,0.14,
1116,-0.21,0.125,
1117,-0.24,0.135,
1118,-0.23,0.145,
1119,-0.215,0.155,
1120,-0.215,0.16,
1121,-0.22,0.145,
1122,-0.23,0.14,
1123,-0.24,0.125,
1124,-0.24,0.14,
1125,-0.24,0.14,
1126,-0.225,0.14,
1127,-0.225,0.135,
1128,-0.24,0.125,
1129,-0.245,0.115,
1130,-0.245,0.135,
1131,-0.245,0.14,
1132,-0.24,0.12,
1133,-0.24,0.12,
1134,-0.255,0.115,
1135,-0.255,0.12,
1136,-0.255,0.125,
1137,-0.25,0.12,
1138,-0.24,0.11,
1139,-0.24,0.11,
1140,-0.25,0.1,
1141,-0.255,0.095,
1142,-0.26,0.105,
1143,-0.245,0.115,
1144,-0.245,0.12,
1145,-0.255,0.11,
1146,-0.265,0.095,
1147,-0.265,0.09,
1148,-0.265,0.105,
1149,-0.26,0.115,
1150,-0.255,0.115,
